timestamp_local,raw_acc_x,raw_acc_y,raw_acc_z,g_acc_x,g_acc_y,g_acc_z,raw_gx,raw_gy,raw_gz,filt_gx,filt_gy,filt_gz,temp,roll,pitch,yaw,q0,q1,q2,q3,vx,vy,vz,vx_filt,vy_filt,vz_filt,px,py,pz,stationary
2025-05-30 17:27:32.884,0.176,-0.031,9.855,0.599,0.089,19.565,0.0234,0.049,0.0682,0.0144,0.0461,0.0522,33,0.38,-1.78,0.65,0.9982,0.0034,-0.0156,0.0057,13.503,1.838,476.645,13.052,1.777,460.358,230.026,31.733,8123.694,0
2025-05-30 17:27:32.938,0.151,0.002,9.874,0.462,0.093,19.588,-0.0213,0.0298,0.0213,-0.0178,0.033,0.0242,33,0.21,-1.13,0.72,0.9982,0.0019,-0.0099,0.0063,13.516,1.841,477.147,13.066,1.779,460.876,230.679,31.822,8146.738,0
2025-05-30 17:27:32.992,0.153,0.016,9.846,0.542,0.142,19.557,-0.0128,0.0192,0.0192,-0.0134,0.0221,0.0195,33,0.41,-1.59,0.77,0.9982,0.0037,-0.0139,0.0068,13.528,1.845,477.647,13.08,1.781,461.394,231.333,31.911,8169.808,0
2025-05-30 17:27:33.045,0.158,-0.013,9.826,0.576,-0.007,19.537,-0.0511,-0.032,0.0234,-0.0475,-0.025,0.0229,33,-0.29,-1.76,0.86,0.9982,-0.0024,-0.0154,0.0074,13.542,1.846,478.146,13.095,1.783,461.911,231.988,32.0,8192.903,0
2025-05-30 17:27:33.098,0.158,-0.014,9.838,0.546,0.097,19.55,0.032,0.0107,0.0277,0.0239,0.0087,0.027,33,0.33,-1.58,0.92,0.9982,0.003,-0.0138,0.0081,13.556,1.847,478.644,13.109,1.785,462.427,232.643,32.089,8216.024,0
2025-05-30 17:27:33.153,0.162,-0.023,9.838,0.589,-0.015,19.549,-0.0277,-0.0149,0.0341,-0.0226,-0.011,0.0332,33,-0.28,-1.81,1.03,0.9981,-0.0023,-0.0159,0.0089,13.571,1.847,479.142,13.123,1.787,462.943,233.3,32.178,8239.172,0
2025-05-30 17:27:33.207,0.145,-0.023,9.862,0.508,0.046,19.575,-0.0469,0.0341,0.0277,-0.0446,0.0311,0.0281,33,0.08,-1.43,1.09,0.9982,0.0009,-0.0125,0.0096,13.585,1.847,479.64,13.137,1.789,463.458,233.956,32.268,8262.345,0
2025-05-30 17:27:33.262,0.174,-0.022,9.864,0.616,0.075,19.574,-0.0149,0.0192,0.0959,-0.018,0.0219,0.0889,33,0.24,-1.9,1.34,0.9981,0.0023,-0.0166,0.0118,13.6,1.848,480.138,13.152,1.791,463.973,234.614,32.357,8285.543,0
2025-05-30 17:27:33.315,0.145,-0.009,9.833,0.518,0.091,19.545,-0.0107,-0.0682,-0.0554,-0.0115,-0.0576,-0.0412,33,0.26,-1.49,1.22,0.9982,0.0024,-0.013,0.0107,13.614,1.85,480.635,13.166,1.792,464.487,235.272,32.447,8308.768,0
2025-05-30 17:27:33.369,0.178,-0.022,9.844,0.66,0.07,19.553,0.0383,-0.0298,-0.0128,0.0333,-0.031,-0.0158,33,0.21,-2.13,1.18,0.9981,0.002,-0.0186,0.0103,13.63,1.852,481.131,13.18,1.794,465.001,235.931,32.537,8332.018,0
2025-05-30 17:27:33.423,0.171,-0.031,9.851,0.542,0.09,19.563,0.0959,0.0341,0.0511,0.0895,0.0291,0.0442,33,0.38,-1.49,1.31,0.9982,0.0035,-0.013,0.0115,13.646,1.854,481.626,13.195,1.796,465.514,236.591,32.627,8355.293,0
2025-05-30 17:27:33.476,0.156,-0.007,9.864,0.56,0.001,19.575,-0.1172,0.0895,0.0383,-0.0966,0.085,0.0388,33,-0.28,-1.67,1.43,0.9981,-0.0022,-0.0147,0.0125,13.66,1.855,482.122,13.209,1.798,466.027,237.252,32.716,8378.595,0
2025-05-30 17:27:33.530,0.154,-0.029,9.853,0.497,0.089,19.566,0.0447,0.0852,0.0959,0.0305,0.0868,0.09,33,0.37,-1.32,1.67,0.9981,0.0034,-0.0115,0.0147,13.673,1.855,482.618,13.223,1.8,466.539,237.913,32.806,8401.922,0
2025-05-30 17:27:33.585,0.162,-0.029,9.849,0.571,0.036,19.561,-0.0021,0.0213,-0.0746,0.001,0.0294,-0.0583,33,0.06,-1.71,1.52,0.9981,0.0007,-0.0149,0.0133,13.686,1.857,483.112,13.238,1.801,467.051,238.575,32.897,8425.274,0
2025-05-30 17:27:33.638,0.196,-0.018,9.855,0.67,0.102,19.564,-0.0511,-0.017,-0.0085,-0.046,-0.0108,-0.0137,33,0.38,-2.08,1.46,0.9981,0.0036,-0.0182,0.0129,13.703,1.858,483.606,13.252,1.803,467.562,239.237,32.987,8448.652,0
2025-05-30 17:27:33.694,0.138,-0.022,9.844,0.488,0.049,19.557,-0.0426,0.0703,-0.017,-0.0431,0.0638,-0.0169,33,0.09,-1.36,1.42,0.9982,0.0009,-0.0119,0.0124,13.719,1.86,484.1,13.267,1.805,468.073,239.901,33.077,8472.056,0
2025-05-30 17:27:33.745,0.147,-0.022,9.855,0.609,0.085,19.564,-0.0213,-0.0703,0.0724,-0.0236,-0.0553,0.0633,33,0.3,-2.01,1.59,0.9981,0.0029,-0.0176,0.014,13.732,1.862,484.593,13.281,1.807,468.583,240.565,33.167,8495.484,0
2025-05-30 17:27:33.799,0.169,-0.022,9.862,0.541,0.035,19.574,-0.0469,-0.0043,-0.0277,-0.0447,-0.0078,-0.0188,33,0.01,-1.49,1.54,0.9981,0.0003,-0.013,0.0135,13.747,1.863,485.086,13.295,1.808,469.093,241.229,33.258,8518.939,0
2025-05-30 17:27:33.855,0.142,-0.025,9.862,0.533,0.153,19.573,0.0597,-0.0085,-0.0298,0.0491,-0.0069,-0.0289,33,0.72,-1.6,1.45,0.9981,0.0064,-0.0139,0.0127,13.76,1.865,485.578,13.31,1.81,469.602,241.895,33.348,8542.42,0
2025-05-30 17:27:33.909,0.149,-0.032,9.862,0.481,0.056,19.575,0.017,0.1193,0.1385,0.0201,0.1083,0.1216,33,0.19,-1.25,1.81,0.9981,0.0019,-0.0109,0.0159,13.772,1.869,486.07,13.324,1.812,470.111,242.561,33.439,8565.926,0
2025-05-30 17:27:33.963,0.174,-0.034,9.856,0.627,0.052,19.566,0.032,-0.0682,0.1832,0.0307,-0.049,0.1769,33,0.18,-1.96,2.32,0.998,0.0019,-0.0171,0.0203,13.786,1.87,486.562,13.338,1.814,470.619,243.228,33.53,8589.457,0
2025-05-30 17:27:34.017,0.167,-0.004,9.849,0.54,0.082,19.562,-0.0874,-0.0213,0.032,-0.0757,-0.0225,0.0463,33,0.18,-1.49,2.44,0.998,0.0019,-0.013,0.0214,13.801,1.871,487.053,13.353,1.816,471.126,243.896,33.62,8613.014,0
2025-05-30 17:27:34.071,0.153,-0.016,9.853,0.619,0.071,19.562,-0.1023,-0.0192,-0.115,-0.0997,-0.0179,-0.0991,33,0.19,-2.04,2.15,0.998,0.002,-0.0178,0.0188,13.816,1.873,487.543,13.367,1.817,471.634,244.564,33.711,8636.596,0
2025-05-30 17:27:34.124,0.167,-0.038,9.869,0.541,0.079,19.581,0.1257,-0.0064,-0.0043,0.103,-0.006,-0.0139,33,0.36,-1.5,2.12,0.998,0.0034,-0.0131,0.0185,13.832,1.875,488.033,13.381,1.819,472.14,245.233,33.802,8660.203,0
2025-05-30 17:27:34.178,0.183,-0.032,9.849,0.628,0.031,19.56,0.0149,0.0064,0.032,0.0236,0.0067,0.0272,33,0.05,-1.91,2.21,0.998,0.0007,-0.0167,0.0193,13.847,1.876,488.522,13.396,1.821,472.646,245.903,33.893,8683.835,0
2025-05-30 17:27:34.233,0.147,-0.023,9.853,0.489,0.06,19.566,-0.0383,0.0234,-0.0426,-0.0323,0.0233,-0.0358,33,0.16,-1.31,2.1,0.9981,0.0016,-0.0114,0.0184,13.861,1.876,489.011,13.41,1.823,473.152,246.573,33.984,8707.492,0
2025-05-30 17:27:34.286,0.16,-0.014,9.844,0.577,0.112,19.555,0.0511,0.0405,0.1257,0.0427,0.0403,0.1094,33,0.41,-1.75,2.41,0.998,0.0039,-0.0152,0.0211,13.874,1.879,489.499,13.424,1.824,473.657,247.245,34.076,8731.175,0
2025-05-30 17:27:34.341,0.153,-0.025,9.853,0.527,-0.018,19.565,-0.0937,-0.0383,0.0383,-0.0802,-0.0289,0.0453,33,-0.28,-1.5,2.55,0.998,-0.0022,-0.0132,0.0222,13.887,1.88,489.986,13.439,1.826,474.162,247.916,34.167,8754.883,0
2025-05-30 17:27:34.395,0.154,-0.007,9.844,0.571,0.099,19.555,0.017,-0.0597,0.0831,0.0072,-0.055,0.0791,33,0.3,-1.75,2.76,0.9979,0.003,-0.0152,0.0241,13.901,1.88,490.473,13.453,1.828,474.666,248.589,34.258,8778.616,0
2025-05-30 17:27:34.447,0.163,-0.02,9.842,0.52,0.009,19.555,-0.0298,-0.0277,0.0469,-0.0262,-0.0289,0.0499,33,-0.15,-1.4,2.91,0.9979,-0.001,-0.0122,0.0254,13.914,1.881,490.96,13.467,1.829,475.169,249.262,34.35,8802.375,0
2025-05-30 17:27:34.502,0.167,-0.005,9.88,0.595,0.098,19.59,-0.0192,-0.0469,-0.017,-0.02,-0.0435,-0.0105,33,0.28,-1.81,2.87,0.9979,0.0029,-0.0158,0.0251,13.928,1.881,491.446,13.481,1.831,475.672,249.937,34.441,8826.158,0
2025-05-30 17:27:34.556,0.149,-0.023,9.846,0.499,0.095,19.558,0.1172,-0.0277,0.0447,0.1034,-0.0277,0.039,33,0.37,-1.36,2.98,0.9979,0.0036,-0.0118,0.0261,13.942,1.884,491.933,13.496,1.833,476.175,250.611,34.533,8849.967,0
2025-05-30 17:27:34.611,0.169,-0.016,9.846,0.572,0.086,19.557,0.0426,0.0831,-0.017,0.0486,0.0736,-0.0116,33,0.28,-1.67,2.96,0.9979,0.0028,-0.0145,0.0259,13.954,1.887,492.418,13.51,1.834,476.677,251.287,34.625,8873.801,0
2025-05-30 17:27:34.667,0.163,-0.005,9.828,0.491,0.185,19.54,0.0682,-0.0192,0.0128,0.0661,-0.0083,0.0102,33,0.79,-1.23,2.98,0.9979,0.0072,-0.0105,0.0261,13.967,1.892,492.902,13.524,1.836,477.179,251.963,34.716,8897.66,0
2025-05-30 17:27:34.724,0.172,-0.027,9.855,0.582,0.065,19.566,-0.0554,-0.0554,-0.0469,-0.0434,-0.0491,-0.0414,33,0.21,-1.71,2.87,0.9979,0.0022,-0.0149,0.0251,13.98,1.896,493.386,13.538,1.838,477.68,252.64,34.808,8921.544,0
2025-05-30 17:27:34.778,0.203,-0.007,9.837,0.713,0.101,19.544,-0.0362,-0.0192,0.115,-0.037,-0.0206,0.0992,33,0.31,-2.3,3.15,0.9977,0.0033,-0.02,0.0276,13.998,1.898,493.869,13.552,1.84,478.18,253.318,34.9,8945.453,0
2025-05-30 17:27:34.832,0.156,-0.023,9.847,0.623,0.05,19.557,-0.0362,-0.1193,0.0149,-0.0364,-0.1079,0.0232,33,0.1,-2.04,3.22,0.9978,0.0014,-0.0178,0.0281,14.018,1.9,494.352,13.567,1.842,478.68,253.996,34.992,8969.387,0
2025-05-30 17:27:34.886,0.16,-0.005,9.853,0.511,0.12,19.566,0.0298,0.0703,-0.1364,0.0231,0.0541,-0.1206,33,0.41,-1.37,2.87,0.9979,0.0039,-0.0118,0.0251,14.032,1.903,494.834,13.581,1.844,479.18,254.675,35.085,8993.346,0
2025-05-30 17:27:34.941,0.149,-0.045,9.853,0.526,0.018,19.565,0.0533,0.0405,0.1236,0.0501,0.0434,0.099,33,0.05,-1.52,3.16,0.9978,0.0008,-0.0133,0.0276,14.044,1.904,495.317,13.595,1.846,479.679,255.355,35.177,9017.33,0
2025-05-30 17:27:34.994,0.176,-0.034,9.878,0.647,0.067,19.587,-0.0043,-0.0128,-0.1214,0.0011,-0.0056,-0.0996,33,0.27,-2.06,2.87,0.9978,0.0028,-0.018,0.0251,14.059,1.904,495.799,13.61,1.847,480.177,256.035,35.269,9041.339,0
2025-05-30 17:27:35.050,0.138,-0.036,9.846,0.565,-0.006,19.556,-0.1065,-0.115,-0.0937,-0.0959,-0.1025,-0.0945,33,-0.15,-1.81,2.6,0.9979,-0.0009,-0.0158,0.0227,14.075,1.903,496.281,13.624,1.849,480.675,256.716,35.362,9065.373,0
2025-05-30 17:27:35.104,0.158,-0.005,9.864,0.604,0.094,19.574,-0.0383,-0.1257,-0.1108,-0.0442,-0.1218,-0.1093,33,0.26,-1.92,2.28,0.998,0.0026,-0.0167,0.0199,14.09,1.904,496.762,13.639,1.851,481.173,257.398,35.454,9089.432,0
2025-05-30 17:27:35.156,0.178,-0.014,9.881,0.492,0.09,19.595,0.0426,0.0916,0.1406,0.0338,0.0718,0.1154,33,0.29,-1.15,2.61,0.998,0.0027,-0.01,0.0228,14.104,1.906,497.244,13.653,1.852,481.67,258.081,35.547,9113.516,0
2025-05-30 17:27:35.210,0.156,-0.016,9.894,0.522,0.027,19.607,-0.1129,0.0916,0.0149,-0.0984,0.0912,0.0248,33,-0.07,-1.45,2.68,0.998,-0.0003,-0.0127,0.0234,14.115,1.908,497.726,13.667,1.854,482.167,258.764,35.64,9137.624,0
2025-05-30 17:27:35.263,0.14,-0.04,9.864,0.539,0.105,19.575,0.0298,-0.0192,0.0128,0.0169,-0.0066,0.0138,33,0.52,-1.64,2.71,0.9979,0.0049,-0.0143,0.0237,14.127,1.909,498.206,13.681,1.856,482.663,259.448,35.732,9161.757,0
2025-05-30 17:27:35.319,0.127,-0.068,9.837,0.474,-0.048,19.55,-0.0724,0.0447,0.0639,-0.0636,0.0412,0.0587,33,-0.2,-1.34,2.89,0.9979,-0.0015,-0.0117,0.0252,14.138,1.908,498.685,13.696,1.858,483.158,260.133,35.825,9185.915,0
2025-05-30 17:27:35.371,0.136,-0.004,9.846,0.522,0.116,19.558,0.0213,-0.032,0.0895,0.0127,-0.0231,0.0862,33,0.37,-1.56,3.12,0.9978,0.0036,-0.0136,0.0273,14.149,1.908,499.163,13.71,1.859,483.654,260.819,35.918,9210.098,0
2025-05-30 17:27:35.426,0.178,-0.002,9.889,0.622,0.113,19.599,0.0724,0.0724,0.0021,0.0664,0.0645,0.0104,33,0.35,-1.91,3.16,0.9978,0.0035,-0.0166,0.0277,14.164,1.912,499.642,13.724,1.861,484.148,261.505,36.011,9234.305,0
2025-05-30 17:27:35.481,0.153,-0.043,9.862,0.487,0.001,19.575,-0.0277,0.0703,-0.0383,-0.0184,0.0713,-0.0337,33,-0.07,-1.27,3.07,0.9979,-0.0003,-0.0111,0.0269,14.177,1.913,500.121,13.738,1.862,484.642,262.192,36.104,9258.537,0
2025-05-30 17:27:35.534,0.154,-0.043,9.874,0.578,-0.002,19.585,-0.0937,-0.0085,-0.0383,-0.0863,0.001,-0.0381,33,-0.08,-1.79,2.96,0.9979,-0.0003,-0.0157,0.0259,14.19,1.911,500.599,13.752,1.864,485.136,262.879,36.198,9282.794,0
2025-05-30 17:27:35.588,0.138,-0.022,9.837,0.502,0.109,19.549,0.0618,-0.0256,0.0618,0.0469,-0.0213,0.0516,33,0.44,-1.44,3.1,0.9979,0.0042,-0.0125,0.0271,14.202,1.912,501.076,13.766,1.865,485.629,263.568,36.291,9307.075,0
2025-05-30 17:27:35.641,0.167,-0.004,9.851,0.547,0.1,19.563,0.049,0.1513,-0.0469,0.0487,0.1356,-0.0372,33,0.28,-1.54,3.0,0.9979,0.0028,-0.0134,0.0263,14.214,1.915,501.551,13.779,1.867,486.122,264.257,36.384,9331.381,0
2025-05-30 17:27:35.696,0.162,-0.043,9.851,0.584,-0.04,19.562,-0.0341,-0.0192,-0.0597,-0.0259,-0.0021,-0.0576,33,-0.31,-1.78,2.85,0.9979,-0.0023,-0.0156,0.0249,14.228,1.915,502.027,13.793,1.868,486.614,264.946,36.478,9355.712,0
2025-05-30 17:27:35.749,0.158,-0.016,9.849,0.579,0.04,19.56,-0.0874,-0.066,0.0383,-0.0813,-0.0581,0.0286,33,0.0,-1.77,2.92,0.9979,0.0004,-0.0155,0.0255,14.243,1.913,502.502,13.807,1.87,487.106,265.637,36.571,9380.067,0
2025-05-30 17:27:35.805,0.169,-0.005,9.858,0.545,0.119,19.57,-0.0447,0.0341,0.0064,-0.0485,0.0264,0.0084,33,0.4,-1.51,2.93,0.9979,0.0039,-0.0131,0.0256,14.257,1.915,502.977,13.821,1.871,487.597,266.328,36.665,9404.447,0
2025-05-30 17:27:35.857,0.133,-0.029,9.849,0.518,-0.007,19.561,-0.0064,-0.066,0.0383,-0.0107,-0.0552,0.0352,33,-0.19,-1.57,3.04,0.9979,-0.0013,-0.0137,0.0265,14.269,1.916,503.451,13.835,1.873,488.088,267.019,36.758,9428.852,0
2025-05-30 17:27:35.912,0.144,-0.007,9.862,0.497,0.105,19.575,-0.0192,0.0575,-0.0895,-0.0184,0.0478,-0.0772,33,0.33,-1.38,2.8,0.9979,0.0032,-0.012,0.0245,14.28,1.917,503.925,13.849,1.874,488.578,267.712,36.852,9453.28,0
2025-05-30 17:27:35.967,0.162,-0.027,9.838,0.611,0.029,19.549,-0.0064,-0.0383,-0.066,-0.0077,-0.0282,-0.0674,33,0.0,-1.94,2.62,0.9979,0.0004,-0.017,0.0229,14.294,1.918,504.398,13.863,1.875,489.068,268.405,36.946,9477.733,0
2025-05-30 17:27:36.020,0.117,-0.02,9.86,0.467,0.07,19.573,0.0021,0.017,-0.0639,0.001,0.0141,-0.0644,33,0.2,-1.36,2.43,0.998,0.002,-0.0119,0.0213,14.306,1.919,504.871,13.876,1.877,489.557,269.099,37.04,9502.211,0
2025-05-30 17:27:36.074,0.12,-0.027,9.855,0.562,0.001,19.565,0.0362,-0.0767,0.0043,0.0326,-0.0661,-0.0028,33,-0.16,-1.89,2.44,0.9979,-0.001,-0.0166,0.0213,14.318,1.918,505.344,13.89,1.878,490.046,269.793,37.133,9526.713,0
2025-05-30 17:27:36.128,0.108,-0.047,9.846,0.452,0.038,19.559,0.049,0.017,0.0213,0.0472,0.0103,0.0187,33,0.17,-1.33,2.48,0.998,0.0017,-0.0116,0.0217,14.329,1.917,505.815,13.904,1.879,490.534,270.488,37.227,9551.239,0
2025-05-30 17:27:36.183,0.122,-0.013,9.869,0.57,0.124,19.579,-0.0533,-0.0895,-0.1065,-0.0433,-0.0779,-0.0942,33,0.48,-1.93,2.2,0.998,0.0045,-0.0168,0.0193,14.34,1.92,506.287,13.917,1.881,491.022,271.184,37.321,9575.79,0
2025-05-30 17:27:36.236,0.136,-0.031,9.858,0.524,0.036,19.57,-0.0192,-0.0341,0.081,-0.0217,-0.0369,0.0633,33,0.07,-1.58,2.39,0.998,0.0009,-0.0138,0.0209,14.353,1.922,506.759,13.931,1.882,491.51,271.881,37.416,9600.365,0
2025-05-30 17:27:36.289,0.133,-0.018,9.864,0.455,0.121,19.577,-0.0085,0.0149,0.0043,-0.01,0.0113,0.01,33,0.49,-1.2,2.41,0.998,0.0045,-0.0104,0.0211,14.363,1.924,507.229,13.944,1.883,491.996,272.578,37.51,9624.965,0
2025-05-30 17:27:36.343,0.144,-0.002,9.849,0.569,0.068,19.56,-0.0554,-0.0426,-0.1278,-0.051,-0.0357,-0.1142,33,0.08,-1.8,2.09,0.998,0.001,-0.0157,0.0183,14.374,1.926,507.7,13.957,1.884,492.483,273.276,37.604,9649.589,0
2025-05-30 17:27:36.398,0.153,-0.034,9.851,0.454,0.06,19.565,0.0213,0.066,0.0021,0.014,0.0574,-0.0097,33,0.23,-1.07,2.06,0.9981,0.0021,-0.0093,0.018,14.385,1.928,508.169,13.971,1.886,492.969,273.975,37.698,9674.237,0
2025-05-30 17:27:36.452,0.153,-0.007,9.865,0.549,0.109,19.577,0.0256,-0.0043,0.0447,0.0243,0.0035,0.0391,33,0.35,-1.63,2.17,0.998,0.0034,-0.0142,0.019,14.396,1.93,508.639,13.984,1.887,493.454,274.674,37.793,9698.91,0
2025-05-30 17:27:36.507,0.149,-0.043,9.835,0.557,-0.038,19.546,-0.0405,-0.081,-0.032,-0.0341,-0.0709,-0.025,33,-0.29,-1.7,2.11,0.998,-0.0023,-0.0149,0.0184,14.409,1.93,509.107,13.997,1.889,493.939,275.374,37.887,9723.607,0
2025-05-30 17:27:36.560,0.124,-0.027,9.878,0.456,0.057,19.591,-0.0021,0.0597,0.0937,-0.0054,0.0482,0.0817,33,0.17,-1.26,2.33,0.998,0.0017,-0.0109,0.0204,14.42,1.928,509.575,14.01,1.89,494.423,276.074,37.981,9748.328,0
2025-05-30 17:27:36.616,0.138,-0.014,9.851,0.529,0.098,19.563,0.0021,0.0724,0.0383,0.0013,0.0716,0.0425,33,0.33,-1.6,2.45,0.998,0.0032,-0.0139,0.0215,14.43,1.93,510.044,14.023,1.891,494.907,276.775,38.076,9773.073,0
2025-05-30 17:27:36.674,0.131,-0.027,9.864,0.44,0.053,19.577,0.0937,0.0298,0.0618,0.0844,0.0356,0.0597,33,0.14,-1.12,2.63,0.998,0.0015,-0.0097,0.023,14.44,1.932,510.511,14.036,1.892,495.391,277.477,38.171,9797.843,0
2025-05-30 17:27:36.727,0.135,-0.052,9.851,0.561,0.006,19.562,0.0128,-0.0618,-0.0341,0.0198,-0.0505,-0.0249,33,0.01,-1.8,2.57,0.9979,0.0005,-0.0158,0.0224,14.451,1.931,510.978,14.049,1.894,495.874,278.18,38.265,9822.637,0
2025-05-30 17:27:36.832,0.138,-0.013,9.828,0.467,0.11,19.541,0.0085,0.049,-0.0277,0.0095,0.0406,-0.0276,33,0.39,-1.24,2.48,0.998,0.0037,-0.0107,0.0217,14.462,1.932,511.444,14.062,1.895,496.356,278.883,38.36,9847.454,0
2025-05-30 17:27:36.836,0.14,-0.029,9.853,0.569,0.017,19.564,-0.032,-0.0682,-0.1001,-0.0279,-0.0557,-0.0931,33,-0.06,-1.82,2.22,0.998,-0.0002,-0.0159,0.0194,14.473,1.933,511.909,14.075,1.896,496.838,279.586,38.455,9872.296,0
2025-05-30 17:27:36.888,0.151,-0.034,9.86,0.521,0.047,19.572,-0.0426,-0.0426,0.0959,-0.0413,-0.0424,0.0768,33,0.15,-1.48,2.43,0.998,0.0016,-0.0129,0.0213,14.486,1.932,512.375,14.087,1.897,497.32,280.291,38.55,9897.162,0
2025-05-30 17:27:36.942,0.138,-0.005,9.86,0.512,0.144,19.572,-0.0618,0.0213,-0.0788,-0.0598,0.0165,-0.0635,33,0.55,-1.5,2.24,0.998,0.0051,-0.013,0.0196,14.498,1.935,512.84,14.1,1.898,497.801,280.996,38.645,9922.052,0
2025-05-30 17:27:36.997,0.162,-0.014,9.842,0.565,0.051,19.554,0.0213,0.0192,0.0575,0.0131,0.0205,0.0452,33,0.06,-1.67,2.38,0.998,0.0008,-0.0146,0.0208,14.51,1.938,513.304,14.113,1.9,498.281,281.701,38.74,9946.966,0
2025-05-30 17:27:37.052,0.111,-0.022,9.865,0.434,0.056,19.579,-0.0597,-0.0277,-0.0767,-0.0525,-0.0213,-0.0647,33,0.13,-1.2,2.19,0.9981,0.0014,-0.0105,0.0192,14.52,1.939,513.768,14.126,1.901,498.761,282.408,38.835,9971.904,0
2025-05-30 17:27:37.105,0.138,-0.032,9.84,0.546,0.045,19.552,0.0,0.0298,-0.098,-0.0054,0.0263,-0.0949,33,0.13,-1.7,1.92,0.9981,0.0014,-0.0148,0.0168,14.53,1.939,514.232,14.138,1.902,499.241,283.115,38.93,9996.866,0
2025-05-30 17:27:37.158,0.145,-0.011,9.844,0.474,0.102,19.557,-0.0597,0.0064,0.1172,-0.0543,0.0099,0.0958,33,0.33,-1.23,2.18,0.9981,0.0031,-0.0107,0.0191,14.541,1.941,514.694,14.151,1.903,499.72,283.822,39.025,10021.853,0
2025-05-30 17:27:37.212,0.147,-0.011,9.849,0.524,0.135,19.561,0.1342,0.1044,0.0277,0.1153,0.0965,0.0343,33,0.53,-1.51,2.28,0.998,0.0049,-0.0131,0.02,14.552,1.945,515.157,14.163,1.905,500.198,284.53,39.12,10046.862,0
2025-05-30 17:27:37.266,0.14,-0.034,9.858,0.511,0.035,19.571,0.0405,-0.0043,0.1768,0.0478,0.0074,0.1624,33,0.08,-1.48,2.76,0.9979,0.001,-0.0129,0.0242,14.563,1.947,515.619,14.176,1.906,500.677,285.239,39.215,10071.896,0
2025-05-30 17:27:37.321,0.124,-0.013,9.849,0.409,0.132,19.563,-0.0405,0.1065,-0.1108,-0.0318,0.0982,-0.0837,33,0.52,-0.98,2.51,0.998,0.0048,-0.0084,0.022,14.571,1.95,516.08,14.188,1.907,501.154,285.948,39.311,10096.954,0
